"County","State","Outbreak Date","Area Id","Flock Type","Flock Size"
"Stearns","Minnesota","12-19-2024","Stearns 24","Commercial Turkey Meat Bird","12600"
"Greene","Ohio","12-19-2024","Greene 01","WOAH Poultry","110"
"Coos","Oregon","12-19-2024","Coos 02","WOAH Non-Poultry","40"
"Deschutes","Oregon","12-19-2024","Deschutes 09","WOAH Non-Poultry","90"
"Kenosha","Wisconsin","12-19-2024","Kenosha 01","WOAH Poultry","6"
"Craighead","Arkansas","12-20-2024","Craighead 02","WOAH Non-Poultry","50"
"Sedgwick","Kansas","12-20-2024","Sedgwick 02","WOAH Non-Poultry","30"
"Chippewa","Minnesota","12-20-2024","Chippewa 01","Commercial Turkey Meat Bird","54800"
"Houston","Minnesota","12-20-2024","Houston 01","WOAH Non-Poultry","60"
"Greene","Mississippi","12-20-2024","Greene 01","Commercial Broiler Breeder","26000"
"Cooper","Missouri","12-20-2024","Cooper 01","Commercial Turkey Breeder Hens","13000"
"El Dorado","California","12-23-2024","El Dorado 03","WOAH Non-Poultry","30"
"Lawrence","Illinois","12-23-2024","Lawrence 01","Commercial Turkey Meat Bird","41400"
"Ottawa","Michigan","12-23-2024","Ottawa 02","Commercial Turkey Meat Bird","75500"
"Riverside","California","12-24-2024","Riverside 02","Commercial Table Egg Layer","1105500"
"San Joaquin","California","12-24-2024","San Joaquin 07","Commercial Table Egg Layer","627800"
"Stanislaus","California","12-24-2024","Stanislaus 14","Commercial Table Egg Layer","392100"
"Cass","Missouri","12-24-2024","Cass 01","WOAH Non-Poultry","60"
"Dade","Missouri","12-24-2024","Dade 03","WOAH Non-Poultry","90"
"Adair","Oklahoma","12-24-2024","Adair 03","Commercial Turkey Meat Bird","45000"
"Adair","Oklahoma","12-24-2024","Adair 04","Commercial Turkey Meat Bird","81400"
"Franklin","Vermont","12-24-2024","Franklin 01","WOAH Non-Poultry","20"
"Phillips","Kansas","12-26-2024","Phillips 01","WOAH Non-Poultry","10"
"Sacramento","California","12-27-2024","Sacramento 07","Commercial Broiler Production","153800"
"Stanislaus","California","12-27-2024","Stanislaus 15","Commercial Broiler Production","101700"
"Anderson","Kansas","12-27-2024","Anderson 02","WOAH Non-Poultry","40"
"Coffey","Kansas","12-27-2024","Coffey 01","WOAH Non-Poultry","50"
"Ottawa","Michigan","12-27-2024","Ottawa 03","Commercial Turkey Meat Bird","113200"
"Cooper","Missouri","12-27-2024","Cooper 02","Commercial Turkey Breeder Hens","14900"
"Pemiscot","Missouri","12-27-2024","Pemiscot 01","WOAH Non-Poultry","70"
"Darke","Ohio","12-27-2024","Darke 04","Commercial Table Egg Layer","931300"
"Burnett","Wisconsin","12-27-2024","Burnett 01","Commercial Turkey Meat Bird","18600"
"Sheridan","Wyoming","12-27-2024","Sheridan 03","WOAH Non-Poultry","0"
"Clay","Arkansas","12-30-2024","Clay 01","Commercial Broiler Production","227500"
"Twin Falls","Idaho","12-30-2024","Twin Falls 04","WOAH Non-Poultry","30"
"Copiah","Mississippi","12-30-2024","Copiah 02","Commercial Broiler Production","210000"
"Johnson","Nebraska","12-30-2024","Johnson 01","Commercial Broiler Production","209100"
"Tipton","Tennessee","12-30-2024","Tipton 02","WOAH Non-Poultry","10"
"Butte","California","12-31-2024","Butte 03","WOAH Non-Poultry","70"
"Riverside","California","12-31-2024","Riverside 03","Commercial Table Egg Layer","181300"
"Jackson","Michigan","12-31-2024","Jackson 01","WOAH Non-Poultry","9"
"Ottawa","Michigan","12-31-2024","Ottawa 04","Commercial Turkey Meat Bird","23400"
"Ottawa","Michigan","12-31-2024","Ottawa 05","Commercial Turkey Meat Bird","29400"
"Spartanburg","South Carolina","12-31-2024","Spartanburg 01","Commercial Upland Gamebird Producer","920"
"Miner","South Dakota","12-31-2024","Miner 01","WOAH Poultry","1500"
"Stanislaus","California","01-02-2025","Stanislaus 16","Commercial Table Egg Layer","75200"
"Sharp","Arkansas","01-03-2025","Sharp 01","WOAH Non-Poultry","20"
"Butte","California","01-03-2025","Butte 04","Commercial Raised for Release Upland Game Bird","38700"
"Stanislaus","California","01-03-2025","Stanislaus 17","Commercial Broiler Production","236100"
"Canyon","Idaho","01-03-2025","Canyon 14","WOAH Non-Poultry","20"
"Canyon","Idaho","01-03-2025","Canyon 15","WOAH Non-Poultry","20"
"Canyon","Idaho","01-03-2025","Canyon 16","WOAH Non-Poultry","70"
"Canyon","Idaho","01-03-2025","Canyon 17","WOAH Non-Poultry","20"
"Pocahontas","West Virginia","01-03-2025","Pocahontas 01","WOAH Poultry","9"
"Kent","Delaware","01-04-2025","Kent 04","Commercial Broiler Production","125000"
"Ottawa","Michigan","01-04-2025","Ottawa 06","Commercial Turkey Meat Bird","47000"
"Ottawa","Michigan","01-04-2025","Ottawa 07","Commercial Turkey Meat Bird","55200"
"Olmsted","Minnesota","01-06-2025","Olmsted 02","WOAH Non-Poultry","120"
"Palm Beach","Florida","01-07-2025","Palm Beach 01","WOAH Non-Poultry","4"
"Jay","Indiana","01-07-2025","Jay 01","Commercial Turkey Meat Bird","20300"
"Clinton","Iowa","01-07-2025","Clinton 01","WOAH Non-Poultry","40"
"Hyde","North Carolina","01-07-2025","Hyde 01","Commercial Table Egg Layer","3314900"
"Hanson","South Dakota","01-07-2025","Hanson 07","WOAH Non-Poultry","50"
"Perry","Missouri","01-08-2025","Perry 01","WOAH Non-Poultry","20"
"Darke","Ohio","01-08-2025","Darke 06","Commercial Table Egg Layer","245300"
"Kent","Delaware","01-09-2025","Kent 05","Commercial Broiler Production","194800"
"Clayton","Georgia","01-09-2025","Clayton 01","WOAH Non-Poultry","10"
"Canyon","Idaho","01-09-2025","Canyon 18","WOAH Non-Poultry","50"
"Oakland","Michigan","01-09-2025","Oakland 02","WOAH Non-Poultry","100"
"Darke","Ohio","01-09-2025","Darke 05","Commercial Turkey Meat Bird","21100"
"Union","Oregon","01-09-2025","Union 04","WOAH Poultry","380"
"Brazoria","Texas","01-09-2025","Brazoria 01","WOAH Non-Poultry","90"
"Burnet","Texas","01-09-2025","Burnet 01","WOAH Non-Poultry","10"
"Gregory","South Dakota","01-10-2025","Gregory 03","WOAH Non-Poultry","90"
"Phillips","Kansas","01-13-2025","Phillips 02","WOAH Non-Poultry","60"
"Culebra","Puerto Rico","01-13-2025","Culebra 01","WOAH Poultry","380"
"Hillsborough","Florida","01-14-2025","Hillsborough 06","Live Bird Market","280"
"Orange","Florida","01-14-2025","Orange 02","Live Bird Market","1300"
"Caroline","Maryland","01-14-2025","Caroline 02","Commercial Broiler Production","228300"
"Newton","Missouri","01-14-2025","Newton 01","Commercial Table Egg Layer","1585100"
"Darke","Ohio","01-14-2025","Darke 07","Commercial Turkey Meat Bird","9900"
"Mercer","Ohio","01-14-2025","Mercer 01","Commercial Turkey Meat Bird","4500"
"New London","Connecticut","01-15-2025","New London 02","WOAH Non-Poultry","20"
"Owyhee","Idaho","01-15-2025","Owyhee 02","WOAH Non-Poultry","30"
"Darke","Ohio","01-15-2025","Darke 08","Commercial Turkey Meat Bird","15800"
"Darke","Ohio","01-15-2025","Darke 09","Commercial Turkey Meat Bird","5300"
"Darke","Ohio","01-15-2025","Darke 10","Commercial Turkey Meat Bird","5300"
"Mercer","Ohio","01-15-2025","Mercer 02","Commercial Turkey Meat Bird","10400"
"Riverside","California","01-16-2025","Riverside 04","Commercial Table Egg Pullets","208200"
"Jay","Indiana","01-16-2025","Jay 02","Commercial Table Egg Layer","353300"
"Queen Anne's","Maryland","01-16-2025","Queen Anne's 02","Commercial Broiler Production","146900"
"Wayne","Michigan","01-16-2025","Wayne 01","WOAH Non-Poultry","120"
"Dakota","Minnesota","01-16-2025","Dakota 02","Commercial Turkey Meat Bird","79900"
"Mercer","Ohio","01-16-2025","Mercer 03","Commercial Table Egg Layer","1432000"
"Greene","Tennessee","01-16-2025","Greene 01","WOAH Non-Poultry","30"
"Elbert","Georgia","01-17-2025","Elbert 01","Commercial Broiler Breeder","45500"
"Jay","Indiana","01-17-2025","Jay 03","Commercial Turkey Meat Bird","18800"
"Suffolk","New York","01-17-2025","Suffolk 05","Commercial Duck Meat Bird","101000"
"Darke","Ohio","01-17-2025","Darke 12","Commercial Table Egg Layer","103200"
"Darke","Ohio","01-17-2025","Darke 11","Commercial Table Egg Pullets","200000"
"Elbert","Georgia","01-21-2025","Elbert 02","Commercial Broiler Production","130400"
"Caroline","Maryland","01-21-2025","Caroline 03","Commercial Broiler Production","108400"
"Newton","Missouri","01-21-2025","Newton 02","Commercial Table Egg Layer","1175800"
"Umatilla","Oregon","01-21-2025","Umatilla 03","WOAH Non-Poultry","50"
"Accomack","Virginia","01-21-2025","Accomack 01","Commercial Broiler Production","441000"
"Cleveland","Arkansas","01-22-2025","Cleveland 01","Commercial Broiler Production","106900"
"Cook","Illinois","01-22-2025","Cook 01","WOAH Poultry","500"
"Dorchester","Maryland","01-22-2025","Dorchester 01","Commercial Broiler Production","144000"
"Jasper","Missouri","01-22-2025","Jasper 04","Commercial Turkey Meat Bird","49400"
"Lawrence","Missouri","01-22-2025","Lawrence 03","Commercial Turkey Meat Bird","52400"
"Newton","Missouri","01-22-2025","Newton 03","Commercial Turkey Meat Bird","21300"
"Newton","Missouri","01-22-2025","Newton 04","Commercial Turkey Meat Bird","23000"
"Yolo","California","01-23-2025","Yolo 01","WOAH Non-Poultry","6"
"Putnam","New York","01-23-2025","Putnam 03","WOAH Non-Poultry","60"
"Darke","Ohio","01-23-2025","Darke 13","Commercial Table Egg Pullets","349200"
"Mercer","Ohio","01-23-2025","Mercer 04","Commercial Table Egg Layer","1468900"
"Mercer","Ohio","01-23-2025","Mercer 06","Commercial Table Egg Layer","85000"
"Mercer","Ohio","01-23-2025","Mercer 05","Commercial Turkey Meat Bird","11200"
"Cleveland","Arkansas","01-24-2025","Cleveland 02","Commercial Broiler Breeder","19500"
"New Haven","Connecticut","01-24-2025","New Haven 02","WOAH Non-Poultry","30"
"Orange","Florida","01-24-2025","Orange 03","WOAH Non-Poultry","1"
"Allen","Indiana","01-24-2025","Allen 05","WOAH Poultry","26100"
"Plymouth","Massachusetts","01-24-2025","Plymouth 01","WOAH Non-Poultry","30"
"Wadena","Minnesota","01-24-2025","Wadena 02","Commercial Turkey Meat Bird","296300"
"Mcdonald","Missouri","01-24-2025","McDonald 01","Primary Broiler Breeder Pedigree Farm","650"
"Newton","Missouri","01-24-2025","Newton 05","Commercial Table Egg Layer","1149400"
"Darke","Ohio","01-24-2025","Darke 15","Commercial Table Egg Layer","1818000"
"Darke","Ohio","01-24-2025","Darke 16","Commercial Turkey Meat Bird","22300"
"Mercer","Ohio","01-24-2025","Mercer 07","Commercial Turkey Meat Bird","9500"
"Mercer","Ohio","01-24-2025","Mercer 08","Commercial Turkey Meat Bird","19600"
"Mercer","Ohio","01-24-2025","Mercer 09","Commercial Turkey Meat Bird","18500"
"Mercer","Ohio","01-24-2025","Mercer 10","Commercial Turkey Meat Bird","5100"
"Washington","Rhode Island","01-24-2025","Washington 01","WOAH Non-Poultry","50"
"Windsor","Vermont","01-24-2025","Windsor 01","WOAH Non-Poultry","20"
"Franklin","Washington","01-24-2025","Franklin 03","Commercial Table Egg Layer","307800"
"Pinal","Arizona","01-27-2025","Pinal 02","Commercial Table Egg Layer","316600"
"Adams","Indiana","01-27-2025","Adams 01","Commercial Turkey Meat Bird","19900"
"Kearney","Nebraska","01-27-2025","Kearney 01","WOAH Non-Poultry","90"
"Ulster","New York","01-27-2025","Ulster 02","WOAH Non-Poultry","60"
"Sampson","North Carolina","01-27-2025","Sampson 01","Commercial Turkey Breeder Replacement Hens","1900"
"Mercer","Ohio","01-27-2025","Mercer 11","Commercial Duck Meat Bird","12600"
"Mercer","Ohio","01-27-2025","Mercer 12","Commercial Turkey Meat Bird","5100"
"Mercer","Ohio","01-27-2025","Mercer 13","Commercial Turkey Meat Bird","9300"
"Mercer","Ohio","01-27-2025","Mercer 14","Commercial Turkey Meat Bird","12600"
"Kent","Delaware","01-28-2025","Kent 06","Commercial Broiler Production","145800"
"Jackson","Indiana","01-28-2025","Jackson 01","Commercial Table Egg Layer","2633900"
"Shelby","Indiana","01-28-2025","Shelby 01","WOAH Non-Poultry","60"
"Mcdonald","Missouri","01-28-2025","McDonald 02","Commercial Broiler Breeder","18300"
"Newton","Missouri","01-28-2025","Newton 06","Commercial Turkey Meat Bird","14300"
"Sampson","North Carolina","01-28-2025","Sampson 02","Commercial Turkey Breeder Hens","24100"
"Lehigh","Pennsylvania","01-28-2025","Lehigh 07","WOAH Poultry","48000"
"Madera","California","01-29-2025","Madera 02","Commercial Duck Meat Bird","18600"
"Merced","California","01-29-2025","Merced 23","Commercial Duck Meat Bird","87800"
"San Mateo","California","01-29-2025","San Mateo 01","WOAH Non-Poultry","4"
"Newton","Missouri","01-29-2025","Newton 07","Commercial Turkey Meat Bird","19000"
"Darke","Ohio","01-29-2025","Darke 18","Commercial Table Egg Layer","1356300"
"Darke","Ohio","01-29-2025","Darke 17","Commercial Turkey Meat Bird","9700"
"Mercer","Ohio","01-29-2025","Mercer 15","Commercial Turkey Meat Bird","20100"
"Mercer","Ohio","01-29-2025","Mercer 16","Commercial Turkey Meat Bird","9000"
"Broward","Florida","01-30-2025","Broward 07","WOAH Non-Poultry","70"
"Jerome","Idaho","01-30-2025","Jerome 05","WOAH Non-Poultry","10"
"Mcdonald","Missouri","01-30-2025","McDonald 03","Commercial Turkey Meat Bird","11700"
"Nance","Nebraska","01-30-2025","Nance 01","WOAH Non-Poultry","70"
"Darke","Ohio","01-30-2025","Darke 19","Commercial Table Egg Layer","150700"
"Mercer","Ohio","01-30-2025","Mercer 18","Commercial Table Egg Layer","437100"
"Mercer","Ohio","01-30-2025","Mercer 17","Commercial Turkey Meat Bird","21700"
"Mercer","Ohio","01-30-2025","Mercer 19","Commercial Turkey Meat Bird","8700"
"Mercer","Ohio","01-30-2025","Mercer 20","Commercial Turkey Meat Bird","4600"
"Mercer","Ohio","01-30-2025","Mercer 21","Commercial Turkey Meat Bird","11200"
"Van Wert","Ohio","01-30-2025","Van Wert 01","Commercial Turkey Meat Bird","21400"
"Monroe","Pennsylvania","01-30-2025","Monroe 02","WOAH Non-Poultry","30"
"Montgomery","Maryland","01-31-2025","Montgomery 01","WOAH Non-Poultry","10"
"Barry","Missouri","01-31-2025","Barry 01","Commercial Turkey Meat Bird","34000"
"Mcdonald","Missouri","01-31-2025","McDonald 04","Commercial Broiler Production","131400"
"Darke","Ohio","01-31-2025","Darke 20","Commercial Turkey Meat Bird","11700"
"Mercer","Ohio","01-31-2025","Mercer 23","Commercial Table Egg Layer","748800"
"Mercer","Ohio","01-31-2025","Mercer 22","Commercial Turkey Meat Bird","22000"
"Virginia Beach City","Virginia","01-31-2025","Virginia Beach 02","WOAH Non-Poultry","210"
"O'brien","Iowa","02-02-2025","O'Brien 02","Commercial Table Egg Layer","241600"
"San Joaquin","California","02-03-2025","San Joaquin 08","Commercial Turkey Meat Bird","22200"
"Klamath","Oregon","02-03-2025","Klamath 03","WOAH Non-Poultry","10"
"Harvey","Kansas","02-04-2025","Harvey 01","WOAH Non-Poultry","50"
"Worcester","Maryland","02-04-2025","Worcester 01","Commercial Broiler Production","168300"
"Alpena","Michigan","02-04-2025","Alpena 01","WOAH Non-Poultry","8"
"Jasper","Missouri","02-04-2025","Jasper 05","Commercial Turkey Meat Bird","49500"
"Lawrence","Missouri","02-04-2025","Lawrence 04","Commercial Turkey Breeder Replacement Hens","14300"
"Newton","Missouri","02-04-2025","Newton 08","Commercial Turkey Meat Bird","13600"
"Bronx","New York","02-04-2025","Bronx 01","Live Bird Market","100"
"Queens","New York","02-04-2025","Queens 04","Live Bird Market","420"
"Darke","Ohio","02-04-2025","Darke 21","Commercial Turkey Meat Bird","5400"
"Mercer","Ohio","02-04-2025","Mercer 24","Commercial Table Egg Layer","96700"
"Mercer","Ohio","02-04-2025","Mercer 28","Commercial Table Egg Pullets","88300"
"Mercer","Ohio","02-04-2025","Mercer 25","Commercial Turkey Meat Bird","3500"
"Mercer","Ohio","02-04-2025","Mercer 26","Commercial Turkey Meat Bird","12200"
"Mercer","Ohio","02-04-2025","Mercer 27","Commercial Turkey Meat Bird","11600"
"Adams","Pennsylvania","02-04-2025","Adams 03","WOAH Non-Poultry","30"
"Dauphin","Pennsylvania","02-04-2025","Dauphin 02","Commercial Table Egg Layer","1975300"
"Pinal","Arizona","02-05-2025","Pinal 03","WOAH Non-Poultry","30"
"Stanislaus","California","02-05-2025","Stanislaus 18","Commercial Turkey Meat Bird","30200"
"Larimer","Colorado","02-05-2025","Larimer 05","WOAH Non-Poultry","10"
"Kings","New York","02-05-2025","Kings 06","Live Bird Market","0"
"Queens","New York","02-05-2025","Queens 05","Live Bird Market","520"
"Auglaize","Ohio","02-05-2025","Auglaize 01","Commercial Turkey Meat Bird","11000"
"Mercer","Ohio","02-05-2025","Mercer 30","Commercial Table Egg Layer","174600"
"Mercer","Ohio","02-05-2025","Mercer 29","Commercial Turkey Meat Bird","8900"
"Cumberland","Pennsylvania","02-05-2025","Cumberland 01","Commercial Broiler Production","26400"
"New London","Connecticut","02-06-2025","New London 03","WOAH Non-Poultry","20"
"Lawrence","Missouri","02-06-2025","Lawrence 05","Commercial Turkey Meat Bird","9500"
"Newton","Missouri","02-06-2025","Newton 09","Commercial Broiler Production","44400"
"Bronx","New York","02-06-2025","Bronx 03","Live Bird Market","0"
"Queens","New York","02-06-2025","Queens 06","Live Bird Market","200"
"Darke","Ohio","02-06-2025","Darke 22","Commercial Table Egg Layer","522200"
"Mercer","Ohio","02-06-2025","Mercer 33","Commercial Table Egg Layer","232600"
"Mercer","Ohio","02-06-2025","Mercer 31","Commercial Turkey Meat Bird","10100"
"Mercer","Ohio","02-06-2025","Mercer 32","Commercial Turkey Meat Bird","19900"
"Lancaster","Pennsylvania","02-06-2025","Lancaster 34","Commercial Duck Meat Bird","12100"
"Lancaster","Pennsylvania","02-06-2025","Lancaster 33","WOAH Poultry","14900"
"Lebanon","Pennsylvania","02-06-2025","Lebanon 01","Commercial Table Egg Layer","84800"
"Calcasieu","Louisiana","02-07-2025","Calcasieu 01","WOAH Non-Poultry","10"
"Mercer","Ohio","02-07-2025","Mercer 34","Commercial Table Egg Layer","96300"
"Mercer","Ohio","02-07-2025","Mercer 36","Commercial Table Egg Layer","388900"
"Mercer","Ohio","02-07-2025","Mercer 35","Commercial Turkey Meat Bird","4100"
"Lancaster","Pennsylvania","02-07-2025","Lancaster 35","WOAH Poultry","610"
"Lebanon","Pennsylvania","02-07-2025","Lebanon 02","Commercial Broiler Production","53500"
"Lawrence","Missouri","02-10-2025","Lawrence 06","Commercial Turkey Breeder Hens","14100"
"Mercer","Ohio","02-10-2025","Mercer 37","Commercial Turkey Meat Bird","20100"
"Mason","Washington","02-10-2025","Mason 01","WOAH Non-Poultry","7"
"Jay","Indiana","02-11-2025","Jay 04","Commercial Table Egg Layer","912000"
"Madison","New York","02-11-2025","Madison 01","WOAH Non-Poultry","20"
"Mercer","Ohio","02-11-2025","Mercer 38","Commercial Table Egg Pullets","20000"
"Cumberland","Pennsylvania","02-11-2025","Cumberland 02","Commercial Duck Meat Bird","20000"
"Lancaster","Pennsylvania","02-11-2025","Lancaster 36","Commercial Broiler Production","80000"
"Yankton","South Dakota","02-11-2025","Bon Homme 05","WOAH Non-Poultry","50"
"Merced","California","02-12-2025","Merced 24","Commercial Broiler Production","280600"
"Weld","Colorado","02-12-2025","Weld 16","WOAH Non-Poultry","20"
"Weld","Colorado","02-12-2025","Weld 15","WOAH Poultry","150"
"Crow Wing","Minnesota","02-12-2025","Crow Wing 02","WOAH Non-Poultry","160"
"Lawrence","Missouri","02-12-2025","Lawrence 07","Commercial Turkey Breeder Hens","13000"
"Mercer","Ohio","02-12-2025","Mercer 39","Commercial Table Egg Layer","131000"
"Lancaster","Pennsylvania","02-12-2025","Lancaster 37","WOAH Poultry","600"
"Platte","Wyoming","02-12-2025","Platte 01","WOAH Non-Poultry","0"
"Riverside","California","02-13-2025","Riverside 05","WOAH Poultry","11400"
"Sussex","Delaware","02-13-2025","Sussex 01","WOAH Non-Poultry","30"
"Monroe","Michigan","02-13-2025","Monroe 01","WOAH Non-Poultry","30"
"Auglaize","Ohio","02-13-2025","Auglaize 02","Commercial Table Egg Layer","210600"
"Mercer","Ohio","02-13-2025","Mercer 40","Commercial Table Egg Layer","125800"
"Jay","Indiana","02-14-2025","Jay 05","Commercial Table Egg Layer","1224800"
"Jay","Indiana","02-14-2025","Jay 06","Commercial Table Egg Layer","1454600"
"Randolph","Indiana","02-14-2025","Randolph 01","WOAH Non-Poultry","70"
"Washington","Indiana","02-14-2025","Washington 01","Commercial Turkey Meat Bird","14100"
"Buena Vista","Iowa","02-14-2025","Buena Vista 10","Commercial Turkey Meat Bird","26700"
"Saunders","Nebraska","02-14-2025","Saunders 01","WOAH Non-Poultry","50"
"Darke","Ohio","02-14-2025","Darke 23","Commercial Turkey Meat Bird","20100"
"Mercer","Ohio","02-14-2025","Mercer 41","Commercial Turkey Meat Bird","16700"
"Churchill","Nevada","02-18-2025","Churchill 01","WOAH Non-Poultry","20"
"Darke","Ohio","02-18-2025","Darke 24","Commercial Table Egg Layer","164900"
"Mercer","Ohio","02-18-2025","Mercer 42","Commercial Turkey Meat Bird","10600"
"Stark","Ohio","02-18-2025","Stark 01","WOAH Non-Poultry","30"
"Graham","Arizona","02-19-2025","Graham 01","WOAH Non-Poultry","280"
"Sac","Iowa","02-20-2025","Sac 06","Commercial Turkey Meat Bird","29700"
"Cumberland","Maine","02-20-2025","Cumberland 03","WOAH Non-Poultry","80"
"Butler","Pennsylvania","02-20-2025","Butler 01","WOAH Non-Poultry","610"
"Luzerne","Pennsylvania","02-20-2025","Luzerne 01","WOAH Non-Poultry","90"
"Broward","Florida","02-21-2025","Broward 08","WOAH Non-Poultry","10"
"Elkhart","Indiana","02-21-2025","Elkhart 05","Commercial Duck Meat Bird","4200"
"Washington","Indiana","02-21-2025","Washington 02","Commercial Turkey Meat Bird","19400"
"Delaware","New York","02-21-2025","Delaware 01","WOAH Non-Poultry","240"
"Darke","Ohio","02-21-2025","Darke 25","Commercial Table Egg Layer","3090400"
"Mercer","Ohio","02-21-2025","Mercer 43","Commercial Table Egg Layer","84800"
"Mercer","Ohio","02-21-2025","Mercer 44","WOAH Poultry","55900"
"Union","New Jersey","02-22-2025","Union 02","Live Bird Market","830"
"Philadelphia","Pennsylvania","02-24-2025","Philadelphia 01","Live Bird Market","1100"
"Elkhart","Indiana","02-25-2025","Elkhart 06","Commercial Duck Breeder","1800"
"Jasper","Indiana","02-25-2025","Jasper 01","WOAH Non-Poultry","90"
"Jay","Indiana","02-25-2025","Jay 07","Commercial Turkey Meat Bird","18600"
"Jay","Indiana","02-25-2025","Jay 08","Commercial Turkey Meat Bird","16500"
"Lagrange","Indiana","02-25-2025","Lagrange 01","Commercial Duck Breeder","3800"
"Union","Indiana","02-25-2025","Union 01","WOAH Non-Poultry","40"
"Monroe","Michigan","02-25-2025","Monroe 02","WOAH Non-Poultry","10"
"Mercer","Ohio","02-25-2025","Mercer 45","Commercial Table Egg Layer","90000"
"Cumberland","Maine","02-26-2025","Cumberland 04","WOAH Non-Poultry","30"
"Dukes","Massachusetts","02-26-2025","Dukes 01","WOAH Non-Poultry","50"
"Westchester","New York","02-26-2025","Westchester 01","WOAH Non-Poultry","100"
"Collier","Florida","02-27-2025","Collier 01","WOAH Non-Poultry","30"
"Miami-dade","Florida","02-27-2025","Miami-Dade 09","WOAH Poultry","120"
"Bernalillo","New Mexico","02-28-2025","Bernalillo 02","WOAH Non-Poultry","50"
"Suffolk","New York","02-28-2025","Suffolk 06","WOAH Non-Poultry","3"
"Dare","North Carolina","02-28-2025","Dare 01","WOAH Non-Poultry","20"
"Portage","Ohio","02-28-2025","Portage 02","WOAH Non-Poultry","40"
"Hot Springs","Wyoming","02-28-2025","Hot Springs 01","WOAH Non-Poultry","10"
"Queens","New York","03-03-2025","Queens 07","Live Bird Market","0"
"Queens","New York","03-03-2025","Queens 08","Live Bird Market","150"
"Will","Illinois","03-04-2025","Will 01","WOAH Non-Poultry","50"
"Jay","Indiana","03-04-2025","Jay 09","Commercial Table Egg Layer","187200"
"Multnomah","Oregon","03-04-2025","Multnomah 01","WOAH Non-Poultry","40"
"Monroe","Michigan","03-06-2025","Monroe 03","WOAH Non-Poultry","40"
"Kings","New York","03-06-2025","Kings 07","Live Bird Market","70"
"Mercer","Ohio","03-06-2025","Mercer 46","Commercial Turkey Meat Bird","9500"
"Mercer","Ohio","03-06-2025","Mercer 47","Commercial Turkey Meat Bird","22100"
"Adams","Indiana","03-07-2025","Adams 02","Commercial Duck Breeder","3200"
"Russell","Kansas","03-07-2025","Russell 01","WOAH Non-Poultry","20"
"Bronx","New York","03-07-2025","Bronx 04","Live Bird Market","1000"
"Richmond","New York","03-07-2025","Richmond 01","Live Bird Market","450"
"Lancaster","Pennsylvania","03-07-2025","Lancaster 38","WOAH Poultry","6500"
"Weld","Colorado","03-10-2025","Weld 17","WOAH Non-Poultry","20"
"Montgomery","Indiana","03-10-2025","Montgomery 01","WOAH Non-Poultry","20"
"Kings","New York","03-10-2025","Kings 08","Live Bird Market","0"
"Queens","New York","03-10-2025","Queens 09","Live Bird Market","1100"
"Dallas","Iowa","03-11-2025","Dallas 02","WOAH Non-Poultry","100"
"Dawson","Nebraska","03-11-2025","Dawson 01","WOAH Non-Poultry","20"
"Rensselaer","New York","03-11-2025","Rensselaer 01","WOAH Non-Poultry","50"
"Noxubee","Mississippi","03-12-2025","Noxubee 01","Commercial Broiler Breeder","47700"
"Hudson","New Jersey","03-12-2025","Hudson 01","Live Bird Market","370"
"Hudson","New Jersey","03-12-2025","Hudson 02","Live Bird Market","760"
"Mercer","New Jersey","03-12-2025","Mercer 01","Live Bird Market","370"
"Grady","Oklahoma","03-12-2025","Grady 02","WOAH Non-Poultry","30"
"Philadelphia","Pennsylvania","03-12-2025","Philadelphia 02","Live Bird Market","420"
"Lawrence","Illinois","03-13-2025","Lawrence 02","Commercial Turkey Meat Bird","15400"
"Anne Arundel","Maryland","03-13-2025","Anne Arundel 02","WOAH Non-Poultry","7"
"Salem","New Jersey","03-13-2025","Salem 01","WOAH Non-Poultry","5"
"Lehigh","Pennsylvania","03-13-2025","Lehigh 08","Live Bird Market","350"
"Buena Vista","Iowa","03-17-2025","Buena Vista 11","Commercial Table Egg Pullets","400000"
"Woodward","Oklahoma","03-17-2025","Woodward 01","WOAH Non-Poultry","110"
"Adams","Indiana","03-18-2025","Adams 03","Commercial Duck Breeder","3400"
"Jay","Indiana","03-18-2025","Jay 11","Commercial Table Egg Pullets","1340200"
"Butler","Kansas","03-18-2025","Butler 01","WOAH Non-Poultry","70"
"Bond","Illinois","03-19-2025","Bond 01","WOAH Non-Poultry","8"
"Gallatin","Montana","03-19-2025","Gallatin 02","WOAH Non-Poultry","30"
"Crawford","Illinois","03-20-2025","Crawford 01","Commercial Turkey Meat Bird","18300"
"Reno","Kansas","03-20-2025","Reno 01","WOAH Non-Poultry","50"
"Atlantic","New Jersey","03-20-2025","Atlantic 01","WOAH Poultry","100"
"Valencia","New Mexico","03-20-2025","Valencia 01","WOAH Non-Poultry","80"
"Onondaga","New York","03-20-2025","Onondaga 02","Live Bird Market","470"
"Cass","Missouri","03-21-2025","Cass 02","WOAH Non-Poultry","10"
"Dutchess","New York","03-21-2025","Dutchess 03","WOAH Non-Poultry","40"
"Franklin","Pennsylvania","03-21-2025","Franklin 01","Commercial Turkey Meat Bird","13400"
"Ingham","Michigan","03-24-2025","Ingham 02","WOAH Non-Poultry","20"
"Miami-dade","Florida","03-25-2025","Miami-Dade 10","WOAH Non-Poultry","4"
